id,GL,BR,Statutory_GL,Statutory_Type,Transaction_Types,headers
225,4102,NULL,628-01,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
226,4102,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
227,4103,NULL,628-01,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
228,4103,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
229,4104,NULL,628-01,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
230,4104,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
231,4105,NULL,628-01,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
232,4105,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
233,4106,NULL,628-01,Expense,"[RCR, RIN, XRCR, XRIN]",[]
234,4106,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
235,4107,NULL,628-01,Expense,"[RCR, RIN, XRCR, XRIN]",[]
236,4107,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
237,4108,NULL,628-01,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
238,4108,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
239,4109,NULL,628-01,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
240,4109,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
241,4120,NULL,628-02,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
242,4120,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
243,4121,NULL,628-02,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
244,4121,NULL,704-02,Revenue,"[ICR, INV, JOE, RRD, XICR, XINV, YEND]",[]
245,4122,NULL,628-02,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
246,4122,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
247,4123,NULL,628-02,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
248,4123,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
249,4125,NULL,628-02,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
250,4125,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
251,4126,NULL,628-02,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
252,4126,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
253,4127,NULL,628-02,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
254,4127,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
255,4128,NULL,628-02,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
256,4128,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
257,4129,NULL,628-02,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
258,4129,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
259,4136,NULL,767,Revenue,"[RCR, RIN, XRCR, XRIN]",[]
260,4137,NULL,767,Revenue,"[RCR, RIN, XRCR, XRIN]",[]
261,4138,NULL,767,Revenue,"[RCR, RIN, XRCR, XRIN]",[]
262,4140,NULL,628-05,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
263,4140,NULL,704-05,Revenue,"[ICR, INV, XICR, XINV]",[]
264,4141,NULL,628-05,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
265,4141,NULL,704-05,Revenue,"[DEP, ICR, INV, XICR, XINV]",[]
266,4142,NULL,628-05,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
267,4142,NULL,704-05,Revenue,"[ICR, INV, XICR, XINV]",[]
268,4143,NULL,628-05,Expense,"[B2BT, CADJ, CLH, IV, JOE, JOV, OUPA, PMT, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
269,4143,NULL,704-05,Revenue,"[ICR, INV, XICR, XINV]",[]
270,4144,NULL,628-05,Expense,"[RCR, RIN, XRCR, XRIN]",[]
271,4144,NULL,704-05,Revenue,"[ICR, INV, XICR, XINV]",[]
272,4145,NULL,628-05,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
273,4145,NULL,704-05,Revenue,"[ICR, INV, XICR, XINV]",[]
274,4146,NULL,628-05,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
275,4146,NULL,704-05,Revenue,"[ICR, INV, XICR, XINV]",[]
276,4147,NULL,628-05,Expense,"[RCR, RIN, XRCR, XRIN]",[]
277,4147,NULL,704-05,Revenue,"[ICR, INV, XICR, XINV]",[]
278,4148,NULL,628-05,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
279,4148,NULL,704-05,Revenue,"[ICR, INV, XICR, XINV]",[]
280,4149,NULL,628-05,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
281,4149,NULL,704-05,Revenue,"[ICR, INV, XICR, XINV]",[]
282,4150,NULL,628-03,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
283,4150,NULL,704-03,Revenue,"[ICR, INV, XICR, XINV]",[]
284,4151,NULL,628-50,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
285,4151,NULL,704-50,Revenue,"[ICR, INV, XICR, XINV]",[]
286,4152,NULL,628-50,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
287,4152,NULL,704-50,Revenue,"[ICR, INV, XICR, XINV]",[]
288,4153,NULL,628-50,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
289,4153,NULL,704-50,Revenue,"[ICR, INV, XICR, XINV]",[]
290,4154,NULL,628-50,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
291,4154,NULL,704-50,Revenue,"[ICR, INV, XICR, XINV]",[]
292,4155,NULL,628-50,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
293,4155,NULL,704-50,Revenue,"[ICR, INV, XICR, XINV]",[]
294,4156,NULL,628-50,Expense,"[RCR, RIN, XRCR, XRIN]",[]
295,4156,NULL,704-50,Revenue,"[ICR, INV, XICR, XINV]",[]
296,4157,NULL,628-50,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
297,4157,NULL,704-50,Revenue,"[ICR, INV, XICR, XINV]",[]
298,4158,NULL,628-50,Expense,"[RCR, RIN, XRCR, XRIN]",[]
299,4158,NULL,704-50,Revenue,"[ICR, INV, XICR, XINV]",[]
300,4159,NULL,628-50,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
301,4159,NULL,704-50,Revenue,"[ICR, INV, XICR, XINV]",[]
302,4162,NULL,628-03,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
303,4162,NULL,704-03,Revenue,"[ICR, INV, XICR, XINV]",[]
304,4163,NULL,628-03,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
305,4163,NULL,704-03,Revenue,"[ICR, INV, XICR, XINV]",[]
306,4164,NULL,628-03,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
307,4164,NULL,704-03,Revenue,"[ICR, INV, XICR, XINV]",[]
308,4165,NULL,628-03,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
309,4165,NULL,704-03,Revenue,"[ICR, INV, JOE, RRD, XICR, XINV, YEND]",[]
310,4166,NULL,628-03,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
311,4166,NULL,704-03,Revenue,"[ICR, INV, XICR, XINV]",[]
312,4167,NULL,628-03,Expense,"[RCR, RIN, XRCR, XRIN]",[]
313,4167,NULL,704-03,Revenue,"[ICR, INV, XICR, XINV]",[]
314,4168,NULL,628-03,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
315,4168,NULL,704-03,Revenue,"[ICR, INV, XICR, XINV]",[]
316,4169,NULL,628-03,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
317,4169,NULL,704-03,Revenue,"[ICR, INV, XICR, XINV]",[]
318,4181,NULL,628-02,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RDCS, RRD, XOIP, XOIR, YEND]",[]
319,4181,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
320,4190,NULL,628-520,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
321,4190,NULL,704-520,Revenue,"[ICR, INV, XICR, XINV]",[]
322,4191,NULL,628-520,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
323,4191,NULL,704-520,Revenue,"[ICR, INV, XICR, XINV]",[]
324,4192,NULL,628-520,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
325,4192,NULL,704-520,Revenue,"[ICR, INV, XICR, XINV]",[]
326,4193,NULL,628-520,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
327,4193,NULL,704-520,Revenue,"[ICR, INV, XICR, XINV]",[]
328,4194,NULL,628-520,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
329,4194,NULL,704-520,Revenue,"[ICR, INV, XICR, XINV]",[]
330,4195,NULL,628-520,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
331,4195,NULL,704-520,Revenue,"[ICR, INV, XICR, XINV]",[]
332,4196,NULL,628-520,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
333,4196,NULL,704-520,Revenue,"[ICR, INV, XICR, XINV]",[]
334,4197,NULL,628-520,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
335,4197,NULL,704-520,Revenue,"[ICR, INV, XICR, XINV]",[]
336,4198,NULL,704-520,Revenue,"[CADJ, CLH, ICR, INV, IV, JOE, JOV, OUPA, RDCS, RRD, XICR, XINV, XOIP, XOIR, YEND]",[]
337,4199,NULL,628-520,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
338,4199,NULL,704-520,Revenue,"[ICR, INV, XICR, XINV]",[]
339,4200,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
340,4201,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
341,4202,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
342,4203,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
343,4204,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
344,4205,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
345,4206,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
346,4207,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
347,4208,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
348,4209,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
349,4210,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
350,4211,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
351,4212,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
352,4213,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
353,4214,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
354,4215,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
355,4216,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
356,4217,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
357,4218,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
358,4219,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
359,4220,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
360,4221,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
361,4222,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
362,4223,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
363,4224,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
364,4225,NULL,704-01,Revenue,"[B2BT, DEP, ES, ICR, INV, PMT, XICR, XINV]",[]
365,4226,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
366,4227,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
367,4228,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
368,4229,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
369,4230,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
370,4231,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
371,4233,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
372,4235,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
373,4238,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
374,4241,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
375,4242,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
376,4243,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
377,4244,NULL,704-01,Revenue,"[ICR, INV, XICR, XINV]",[]
378,4245,NULL,704-01,Revenue,"[ES, ICR, INV, XICR, XINV]",[]
379,4246,NULL,704-01,Revenue,"[ES, ICR, INV, XICR, XINV]",[]
380,4250,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
381,4251,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
382,4252,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
383,4253,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
384,4254,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
385,4255,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
386,4256,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
387,4257,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
388,4258,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
389,4259,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
390,4260,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
391,4261,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
392,4262,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
393,4263,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
394,4264,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
395,4265,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
396,4266,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
397,4267,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
398,4268,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
399,4269,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
400,4270,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
401,4271,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
402,4272,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
403,4273,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
404,4274,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
405,4275,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
406,4276,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
407,4277,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
408,4278,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
409,4279,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
410,4280,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
411,4282,NULL,628-160,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
412,4282,NULL,704-10,Revenue,"[ICR, INV, XICR, XINV]",[]
413,4283,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
414,4284,NULL,628-160,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
415,4284,NULL,704-10,Revenue,"[ICR, INV, XICR, XINV]",[]
416,4285,NULL,704-02,Revenue,"[ICR, INV, RCR, XICR, XINV, XRIN]",[]
417,4286,NULL,628-160,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
418,4288,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
419,4291,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
420,4292,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
421,4295,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
422,4296,NULL,704-02,Revenue,"[ICR, INV, XICR, XINV]",[]
423,4300,NULL,704-15,Revenue,"[CADJ, CLH, ICR, INV, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XICR, XINV, XOIP, XOIR, XRCR, XRIN, YEND]",[]
424,4302,NULL,767,Revenue,"[B2BT, JOE, PMT, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
425,4302,NULL,921-06,Expense,[ES],[]
426,4303,NULL,767,Revenue,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
427,4303,NULL,921-06,Expense,"[ES, ICR, INV, XICR, XINV]",[]
428,4305,NULL,704-05,Revenue,"[CADJ, CLH, ICR, INV, IV, JOV, OUPA, RDCS, XICR, XINV, XOIP, XOIR]",[]
429,4308,NULL,704-08,Revenue,"[CADJ, CLH, ICR, INV, IV, JOV, OUPA, RDCS, XICR, XINV, XOIP, XOIR]",[]
430,4309,NULL,628-09,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
431,4309,NULL,704-11,Revenue,"[ICR, INV, XICR, XINV]",[]
432,4310,NULL,921-07,Expense,[ES],[]
433,4312,NULL,628-11,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
434,4312,NULL,704-11,Revenue,"[ICR, INV, XICR, XINV]",[]
435,4313,NULL,628-11,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
436,4313,NULL,704-11,Revenue,"[ICR, INV, XICR, XINV]",[]
437,4314,NULL,628-11,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
438,4314,NULL,704-11,Revenue,"[ICR, INV, XICR, XINV]",[]
439,4316,NULL,628-11,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
440,4316,NULL,704-11,Revenue,"[ICR, INV, XICR, XINV]",[]
441,4317,NULL,628-11,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
442,4317,NULL,704-11,Revenue,"[ICR, INV, XICR, XINV]",[]
443,4318,NULL,628-11,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
444,4318,NULL,704-11,Revenue,"[ICR, INV, XICR, XINV]",[]
445,4319,NULL,628-11,Expense,"[CADJ, CLH, IV, JOV, OUPA, RCR, RDCS, RIN, XOIP, XOIR, XRCR, XRIN]",[]
446,4319,NULL,704-11,Revenue,"[ICR, INV, XICR, XINV]",[]
447,4320,NULL,921-07,Expense,[ES],[]
448,4322,NULL,628-11,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
449,4322,NULL,704-11,Revenue,"[ICR, INV, XICR, XINV]",[]
450,4323,NULL,628-11,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
451,4323,NULL,704-11,Revenue,"[ICR, INV, XICR, XINV]",[]
452,4324,NULL,628-11,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
453,4324,NULL,704-11,Revenue,"[ICR, INV, XICR, XINV]",[]
454,4326,NULL,628-11,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
455,4326,NULL,704-11,Revenue,"[ICR, INV, XICR, XINV]",[]
456,4327,NULL,628-11,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
457,4327,NULL,704-11,Revenue,"[ICR, INV, XICR, XINV]",[]
458,4328,NULL,628-11,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
459,4328,NULL,704-11,Revenue,"[ICR, INV, XICR, XINV]",[]
460,4329,NULL,628-11,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
461,4329,NULL,704-11,Revenue,"[ICR, INV, XICR, XINV]",[]
462,4330,NULL,628-11,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
463,4330,NULL,921-07,Expense,[ES],[]
464,4331,NULL,628-11,Expense,"[CADJ, CLH, IV, JOV, OUPA, RDCS, XOIP, XOIR]",[]
465,4331,NULL,921-07,Expense,[ES],[]
466,4332,NULL,628-11,Expense,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
467,4333,NULL,628-11,Expense,"[CADJ, CLH, IV, JOE, JOV, OUPA, RCR, RDCS, RIN, RRD, XOIP, XOIR, XRCR, XRIN, YEND]",[]
468,4334,NULL,628-11,Expense,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
469,4335,NULL,628-11,Expense,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
470,4335,NULL,704-00,Revenue,[],[]
471,4335,NULL,921-07,Expense,[ES],[]
472,4336,NULL,628-11,Expense,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
473,4337,NULL,628-11,Expense,"[JOE, RCR, RIN, RRD, XRCR, XRIN, YEND]",[]
